order_id,order_date,region,product_category,units_sold,revenue,cost
3057,2024-12-24,West,Books,5,68.77,41.92
3067,2024-12-24,West,Home & Garden,12,511.69,349.89
1995,2024-12-25,South,Electronics,6,468.83,343.88
2032,2024-12-25,South,Electronics,10,1060.18,753.31
2041,2024-12-25,South,Electronics,9,763.68,454.52
2537,2024-12-25,East,Books,5,43.44,23.91
3058,2024-12-25,West,Books,12,86.25,55.89
1488,2024-12-27,North,Books,6,59.1,41.86
1993,2024-12-27,South,Sports,9,68.9,48.79
2008,2024-12-27,South,Sports,11,667.43,380.94
3051,2024-12-27,West,Electronics,6,312.28,217.28
1504,2024-12-28,North,Home & Garden,9,247.01,148.95
2556,2024-12-28,East,Books,5,49.01,35.56
3049,2024-12-28,West,Apparel,4,72.57,47.26
3096,2024-12-28,West,Sports,4,116.73,85.91
1509,2024-12-29,North,Apparel,3,68.11,40.49
1511,2024-12-29,North,Apparel,3,33.4,21.87
1994,2024-12-29,South,Books,1,10.33,7.49
2520,2024-12-29,East,Apparel,1,8.22,5.88
1520,2024-12-31,North,Electronics,1,49.27,30.57
2513,2024-12-31,East,Books,9,82.64,49.95
3044,2024-12-31,West,Home & Garden,2,36.39,22.46
3088,2024-12-31,West,Electronics,10,292.16,185.18
